-0.157193	5.366678571
-0.15685	5.370660714
-0.156697	5.374294643
-0.156181	5.378571429
-0.155895	5.381875
-0.155647	5.392223214
-0.155207	5.395732143
-0.15494	5.399
-0.154749	5.401151786
-0.154272	5.4048125
-0.1541	5.4078125
-0.153871	5.4110625
-0.153508	5.413705357
-0.153241	5.409875
-0.152859	5.413758929
-0.152591	5.417660714
-0.15221	5.420535714
-0.15198	5.424883929
-0.151637	5.428205357
-0.15135	5.430196429
-0.151064	5.434660714
-0.150758	5.451410714
-0.150281	5.453026786
-0.150128	5.454982143
-0.149918	5.458821429
-0.149422	5.462696429
-0.14904	5.464866071
-0.148849	5.467991071
-0.148543	5.471116071
-0.1482	5.467642857
-0.148028	5.47075
-0.147665	5.473142857
-0.147283	5.476339286
-0.147016	5.480071429
-0.146729	5.483116071
-0.146443	5.486294643
-0.146099	5.489598214
-0.145775	5.500348214
-0.145546	5.502294643
-0.14503	5.504955357
-0.144858	5.507544643
-0.144419	5.509357143
-0.144113	5.512160714
-0.14398	5.514526786
-0.143522	5.518758929
-0.143197	5.513830357
-0.143006	5.519848214
-0.142796	5.523455357
-0.142414	5.524633929
-0.142051	5.528660714
-0.14186	5.5309375
-0.141421	5.5346875
-0.141173	5.538401786
-0.141001	5.545303571
-0.140505	5.547392857
-0.140333	5.550080357
-0.140027	5.554017857
-0.139664	5.556276786
-0.139283	5.558491071
-0.139015	5.561732143
-0.138729	5.564580357
-0.138423	5.560866071
-0.138137	5.564383929
-0.13787	5.568473214
-0.13745	5.571133929
-0.137259	5.574214286
-0.136953	5.577089286
-0.136552	5.580142857
-0.136227	5.582776786
-0.136037	5.593241071
-0.13554	5.595455357
-0.135235	5.597383929
-0.135024	5.600357143
-0.134872	5.603455357
-0.134337	5.607205357
-0.134146	5.608616071
-0.133764	5.611642857
-0.133401	5.607803571
-0.133134	5.610428571
-0.132867	5.613544643
-0.132657	5.616830357
-0.132179	5.619839286
-0.132141	5.624214286
-0.131683	5.626196429
-0.131148	5.628875
-0.130957	5.645669643
-0.130728	5.647446429
-0.130327	5.648839286
-0.129907	5.652517857
-0.129869	5.654955357
-0.129449	5.6569375
-0.129067	5.659401786
-0.128819	5.662419643
-0.128513	5.657214286
-0.128112	5.661276786
-0.128074	5.663803571
-0.127692	5.666892857
-0.127272	5.670330357
-0.126909	5.675241071
-0.126833	5.6776875
-0.12647	5.679803571
-0.126012	5.689285714
-0.125764	5.691223214
-0.125363	5.694125
-0.125076	5.695830357
-0.124904	5.698044643
-0.124332	5.700571429
-0.124293	5.703017857
-0.124007	5.706223214
-0.123453	5.701
-0.1233	5.704964286
-0.123033	5.707125
-0.122594	5.710651786
-0.12225	5.715758929
-0.12225	5.715848214
-0.121716	5.7178125
-0.121429	5.720651786
-0.121276	5.727571429
-0.120818	5.7289375
-0.120589	5.732026786
-0.120264	5.734428571
-0.119806	5.737375
-0.119596	5.739178571
-0.11931	5.741741071
-0.118985	5.7446875
-0.118718	5.740205357
-0.118489	5.744053571
-0.118088	5.746839286
-0.117801	5.747607143
-0.117553	5.751321429
-0.117057	5.754348214
-0.116942	5.756348214
-0.116598	5.759669643
-0.116083	5.7679375
-0.11593	5.7698125
-0.115815	5.77225
-0.115204	5.774
-0.114994	5.775839286
-0.114784	5.778714286
-0.114231	5.780491071
-0.113906	5.782598214
-0.113849	5.777508929
-0.113467	5.781366071
-0.113161	5.784696429
-0.11297	5.787892857
-0.112531	5.7896875
-0.112092	5.792303571
-0.111996	5.793482143
-0.111653	5.795678571
-0.111233	5.811383929
-0.111023	5.811660714
-0.110564	5.813491071
-0.110278	5.816
-0.110087	5.817508929
-0.109762	5.819535714
-0.1094	5.821678571
-0.109132	5.822401786
-0.108808	5.81775
